atomic_number,electronegativity,ionization_energy,electron_affinity,valence_electrons,ionic_radius,covalent_radius,coordination_number,avg_site_valence,bond_valence_sum,bader_charge,electrostatic_potential,electron_density,elf,local_magnetic_moment,local_dos_fermi,s_electron_count,p_electron_count,d_electron_count,bond_length_distortion,vectorial_asymmetry_norm_sq,mean_squared_neighbor_distance,local_environment_anisotropy,symmetry_breaking_quotient,structure_chemistry_incompatibility,chemical_in_structural_metric,charge_weighted_local_size,elf_weighted_local_anisotropy
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7321367582616335,-0.7101529999999983,-320.09196065617596,1748.290413476274,0.04839983681171284,0.0,9.309097227527064e-43,0.9596307745921706,2.6012450570955936,,0.1113400535597983,8.714666075612156,10.483481349756918,0.15134893448043327,1.0,1.497098749175534,13.94625141807479,45.44402592215731,0.42178841592819827
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302496274233529,-0.7117539999999991,-322.0028091338187,2063.7909025105273,0.06551998266078222,0.0,9.272139258926227e-43,0.9595582413953071,2.601214050165011,,0.11215456540624412,8.687269982077304,10.50130536396803,0.14846358682708607,0.5,1.497098749175534,17.307648489635596,42.953807887457124,0.5691897785952389
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302495807549487,-0.7091349999999998,-322.0028085903724,2063.7909025105287,0.06551998266078303,0.0,9.259909617870433e-43,0.9595582383474711,2.6012140073191623,,0.11215456102100346,8.687268671820796,10.50130543659675,0.1484635789690115,0.5,1.4970987491755339,17.526857742628103,42.95384927370621,0.5691896927472622
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.63265193525435,-0.7662289999999992,-319.2672339912568,1744.664155353016,0.05196523547870737,0.0,9.463375066174981e-43,0.9584550509384621,2.600676549458193,,0.13846200383754262,0.018358080274910853,13.085578710688795,0.1826813701975935,0.125,0.8209139420908668,36.208483202985576,81.75511679351607,0.0009539819644227554
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519340632574,-0.7662280000000017,-319.2672154353856,1744.6619466854086,0.05196526218139339,0.0,9.463375072195443e-43,0.9584550506887054,2.6006765502686795,,0.13846200354226815,0.01835812811987026,13.085578712271541,0.18268137023533096,0.125,0.8468227479808395,36.20642849571297,79.89112335329877,0.0009539849409086686
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7371646731781641,-0.7086259999999989,-318.4584337249186,1321.8856179947895,0.04115863315701547,0.0,9.249726792461723e-43,0.9596392117644746,2.6012045118100913,,0.11193431356390779,8.177532121280565,10.477497984911837,0.14690066302688726,1.0,1.4970987491755345,14.02195340005853,45.40924500443907,0.3365760447094973
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.732136750751111,-0.7101529999999983,-320.09196062127296,1748.2904306167095,0.04839983677372588,0.0,9.309097157418394e-43,0.9596307745123491,2.601245056710337,,0.11134005277837467,8.714666059259152,10.483481360368863,0.1513489348234393,1.0,1.4970987491755343,13.946251426690653,44.45712515395542,0.42178841480567186
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.730249625962024,-0.7117539999999991,-319.5546183516952,1743.9927801288188,0.05828168227876632,0.0,9.27213925256665e-43,0.9595582414092464,2.6012140500607956,,0.11215456554345375,8.687269991565131,10.501305370327238,0.14846358613860355,0.5,1.4970987491755343,17.307648496031074,47.05010406198729,0.5063087095182599
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302495792936159,-0.7091349999999998,-319.554617815707,1743.992780128046,0.05828168227876724,0.0,9.259909605743456e-43,0.9595582383468451,2.6012140071400895,,0.11215456115821273,8.687268681308774,10.501305442955976,0.14846357828052742,0.5,1.4970987491755343,17.526857749320616,43.88091647087303,0.5063086331543233
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519352888313,-0.7662289999999992,-319.26723449292876,1744.6642146422994,0.05196523402490869,0.0,9.463375068521993e-43,0.9584550510147762,2.6006765490127535,,0.13846200384346746,0.0183580792826165,13.085578710561029,0.18268137019447825,0.125,0.8209139416465044,36.20848320250647,73.53463592229666,0.0009539818861689942
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519355426709,-0.7662289999999992,-319.2672339943443,1744.6641553530173,0.05196523547870705,0.0,9.46337505826667e-43,0.9584550509033164,2.600676550125895,,0.13846200386191865,0.018358055856429335,13.085578710364421,0.18268137018983568,0.125,0.8468225822831313,36.206428506100124,77.27979869923689,0.0009539806955106074
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7371646656232773,-0.7086250000000014,-318.4584336191523,1321.8856280106029,0.04115863331971885,0.0,9.249726737143762e-43,0.9596392116889999,2.6012045114253657,,0.11193431277094298,8.177532103575803,10.477497995265143,0.14690066336641283,1.0,1.4970987491755343,14.021953407925476,41.35436516057987,0.33657604531130564
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7321367582616538,-0.7101529999999983,-320.09196065617675,1748.2904134762255,0.04839983681171486,0.0,9.309097227534041e-43,0.9596307745921767,2.6012450570955834,,0.11134005355979819,8.714666075612177,10.483481349756863,0.15134893448042994,1.0,1.4970987491755345,13.946251418074779,43.90776811439372,0.4217884159282169
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302496274233685,-0.7117539999999991,-322.0028091338233,2063.790902510849,0.06551998266078653,0.0,9.259909774098702e-43,0.959558241395316,2.6012140501650083,,0.11215456540624366,8.687269982077515,10.501305363967967,0.1484635868270824,0.5,1.4970987491755343,17.3076484896356,41.36921372876466,0.5691897785952901
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302495807549638,-0.7091349999999998,-322.00280859037747,2063.790902510861,0.06551998266078665,0.0,9.27213910270351e-43,0.9595582383474717,2.601214007319161,,0.11215456102100292,8.687268671820997,10.501305436596688,0.14846357896900772,0.5,1.4970987491755336,17.526857742627996,41.36925511501376,0.5691896927473068
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519352543493,-0.7662289999999992,-319.2672339912565,1744.6641553530033,0.051965235478707544,0.0,9.46337506617743e-43,0.9584550509384634,2.600676549458185,,0.13846200383754254,0.018358080274910853,13.085578710688795,0.18268137019759345,0.125,0.8209139420908682,36.208483202985605,79.19257104420389,0.0009539819644227586
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519340632547,-0.7662280000000017,-319.2672154353854,1744.6619466854104,0.051965262181393156,0.0,9.463375072178425e-43,0.9584550506887065,2.60067655026867,,0.1384620035422679,0.01835812811987026,13.085578712271543,0.18268137023533074,0.125,0.8468227479808379,36.206428495713055,77.32853607769432,0.0009539849409086643
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7371646731781742,-0.7086259999999989,-318.45843372491976,1321.8856179947072,0.0411586331570154,0.0,9.249726792459158e-43,0.9596392117644802,2.6012045118100877,,0.11193431356390722,8.177532121280713,10.477497984911805,0.14690066302688384,1.0,1.4970987491755343,14.021953400058559,43.87242296852624,0.3365760447095028
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7321367507511011,-0.7101529999999983,-320.0919606212721,1748.290430616411,0.04839983677372727,0.0,9.309097157414392e-43,0.9596307745123517,2.6012450567103444,,0.11134005277837872,8.714666059259523,10.483481360368952,0.15134893482343995,1.0,1.4970987491755339,13.946251426690745,44.45712515395577,0.421788414805702
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302496259620204,-0.7117539999999991,-319.5546183516927,1743.992780128176,0.058281682278766705,0.0,9.272139252565664e-43,0.9595582414092425,2.6012140500607916,,0.1121545655434538,8.687269991565355,10.50130537032726,0.14846358613860158,0.5,1.4970987491755343,17.307648496031014,47.0501040619874,0.5063087095182763
