atom_index_i,atom_index_j,atom_index_k,atom_symbol_i,atom_symbol_j,atom_symbol_k,triangle_area,bond_angle_variance,triangle_shape_factor,avg_atomic_incompatibility,variance_atomic_incompatibility,avg_bader_charge,variance_bader_charge,avg_vectorial_asymmetry,max_vectorial_asymmetry,avg_bond_alignment,variance_bond_alignment,avg_bond_gradient,max_bond_gradient,avg_bond_distance,variance_bond_distance,geometric_centroid_density,geometric_centroid_elf,geometric_centroid_laplacian_of_density,structural_tensor_product_trace,total_density_gradient_flux,point_group_reduction_factor,structure_tensor_normal_projection,hierarchical_stress_flow
4,26,35,Cs,I,I,5.196371931117161,1.0275651909630679,0.4204301156964054,1.34407784898439,0.3959523198820541,-0.11700700000000097,0.4348310808286693,0.4166598401037769,1.1424426430986616,0.8766679629588059,0.005183415730676505,441.47188281659396,604.4658941142305,4.11816770803366,0.0285787137181095,1.1503863458792174,0.6844291519887228,0.056737259363985874,85463.25232313803,943.557672143127,1.0,95.45593962544174,10.06492863540889
0,6,26,Cs,Cs,I,2.9414370465716,1.4542403425668524,0.2510281635090473,1.176390940692125,0.6771551631292904,0.3346653333333336,0.4600834787555585,0.764148256229753,1.1424426431010772,0.8445772172668639,0.010834038650398645,279.22284014251954,279.96797748473057,3.9386070883551847,0.00011047298625253129,11.550447712067276,0.2357471899063219,2.2195627980998713,176778.2771453776,486.51588502179527,1.0,114.91833104640455,45.87853106192711
3,25,27,Cs,I,I,7.75308093153565,0.12249564646448684,0.9018883688669047,0.6662903176253141,0.1676669831690373,-0.1449613333333346,0.4600834787555585,0.3858538693585556,1.1424426431007055,0.8445772172668746,0.01083403865040165,279.2227544170105,279.96780603639354,3.9386082910953526,0.0001104477046237756,0.026377716966916504,0.05533713528730063,0.0032593706997226268,78087.89040591878,714.245406072025,1.0,88.93496171432824,39.282795988372605
0,21,24,Cs,I,I,7.5187387248901345,0.016894392648372808,0.9843473725347738,1.3340551425533136,0.40533260609385224,-0.11700700000000097,0.4348310808286693,0.4166598401046638,1.1424426431010772,0.8658576202332331,0.015716907535451907,458.868942607798,637.7700791757616,3.995720743348636,0.004572716293666437,0.01847457719793394,0.013175114354151717,0.0013994683744264786,84193.13403084566,91.06283715895152,1.0,91.16741450319363,38.50084645465659
5,27,30,Cs,I,I,5.793872477389811,0.809147154869486,0.5181562826173364,1.464358734663518,0.2635211287002194,-0.1308203333333348,0.446918613130892,0.6802709606715633,1.1424426431011137,0.8787978313106453,0.004881268311260809,409.614950729627,540.7520299378699,3.9769265563197234,0.0007734654938068711,0.6581325258390449,0.7562566274295085,0.08503901562551129,77383.20493733087,1689.3360744497174,1.0,96.74339392778396,34.67723615508857
7,8,28,Cs,Pb,I,3.5640091371610065,1.152278760802768,0.36526049027860563,0.8458238650528797,0.2698134184953135,0.3887380000000012,0.47371812470867125,0.8938052205967116,1.1424426431007768,0.6954537726499677,0.01287725297812137,830.2620907265493,1119.7721515147748,3.6344730774568887,0.1370959676725041,2.105878315062499,0.32416614811399913,0.7576110947149339,72645.10544513466,-1747.7518253088297,1.0,89.72183513875179,39.56108819868674
5,11,31,Cs,Pb,I,6.6184260225178235,0.2009572646571575,0.8384018120160517,1.5511483131035024,0.22802145337134214,0.3887380000000012,0.47371812470867125,0.8938052205968717,1.1424426431011137,0.695453772649983,0.012877252978142826,825.5714126056365,1119.77215151234,3.6698249267713887,0.16452480655624546,0.09954610821171123,0.6027565896507479,0.005503071854630821,72645.10544513058,1414.7673607032048,1.0,91.83539640845048,32.475562511678625
6,29,35,Cs,I,I,4.925303735747645,1.0428484659100414,0.41459640987783475,0.592447636433998,0.10044787533977852,-0.10286600000000116,0.42087561074866936,0.7110769314170643,1.1424426431007162,0.9000782342770697,0.008307680283084849,826.6637515959777,1015.5574240178872,4.034040204911706,0.0008586307031335373,1.3120309407072122,0.6636884697945005,0.10028253861358383,81807.4841323649,687.4422364482725,1.0,99.16621204065463,29.69371590800818
8,21,24,Pb,I,I,5.114303772595355,0.15698577863476798,0.8769277736798063,1.0832305936684303,0.10383570110419425,-0.07707533333333316,0.5123967993042273,0.2518997131590804,0.6481622622643268,0.5481935513143587,1.6685836764825402e-05,1035.9846431844114,1238.003301283549,3.2006758537124975,0.009182261457859579,0.11019834682388015,0.17263617465609837,0.010452537919160457,33563.12716704988,-2235.018503136864,1.0,72.29672647833286,24.872784860356514
7,12,16,Cs,Pb,I,6.524218271345872,0.11501430851307849,0.8991842394629427,0.8458238650529477,0.26981341849534873,0.3887380000000012,0.47371812470867125,0.893805220596858,1.1424426431007768,0.6954537726498666,0.012877252978148193,830.2622349623703,1119.7721515167011,3.6344720092723612,0.13709517665161858,0.07196831369978793,0.44529773509391224,0.004095646411555685,72645.10544512465,3927.3744432689004,1.0,91.89836283427927,30.725472149835003
